Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
06/23/2021,25,ND,1095,640008,836,538,349545,382,Admin,1095,837,674,310223,543
06/23/2021,25,CT,5897,4331322,10035,2601,2361857,3833,Report,5897,10035,3569,2111110,6699
06/23/2021,25,OR,9377,4455064,11899,3646,2427339,3999,Report,9377,11899,6181,2185102,8509
06/23/2021,25,SC,49492,4093480,16270,30579,2259472,8344,Report,49492,16270,18672,1926821,8415
06/23/2021,25,MD,17473,6910211,15101,6844,3727131,5973,Admin,17473,15101,11052,3376542,9613
06/23/2021,25,NV,5172,2759806,5356,2961,1537573,2420,Admin,5172,5357,2483,1296815,3381
06/23/2021,25,IL,29285,13317138,25734,14066,7518552,12136,Admin,29285,25734,16709,5829471,14777
06/23/2021,25,OR,9830,4582498,9382,4081,2470098,3494,Admin,9830,9382,6391,2257271,6460
06/23/2021,25,VI,348,76592,210,102,42229,96,Report,348,210,250,34283,125
06/23/2021,25,SD,1067,810378,1500,625,440705,753,Report,1067,1500,513,395925,845
06/23/2021,25,AZ,10604,6381113,20586,5256,3629056,9294,Report,10604,20586,5745,2858120,11741
06/23/2021,25,GA,21411,8462826,18601,9746,4597142,8592,Admin,21411,18601,12239,3894568,10609
06/23/2021,25,OH,18072,10677366,17380,6564,5693848,6073,Admin,18072,17380,12418,5297013,12117
06/23/2021,25,WI,10964,5958595,9398,4483,3149310,3801,Admin,10964,9399,7154,2931254,6169
06/23/2021,25,NV,4332,2701087,7326,1944,1510380,3092,Report,4332,7326,2802,1255294,4864
06/23/2021,25,WA,19869,8630999,19269,8667,4676587,8054,Admin,19869,19270,12460,4182051,12370
06/23/2021,25,VI,275,78124,191,148,42942,91,Admin,275,191,141,35919,109
06/23/2021,25,PR,10615,3936527,8878,4148,2151738,3535,Admin,10615,8878,6788,1865809,5564
06/23/2021,25,NH,397,1501120,2028,231,820013,648,Report,397,2028,180,746189,1480
06/23/2021,25,ID,1882,1334164,1573,869,707837,685,Admin,1882,1573,1164,645356,1038
06/23/2021,25,LTC,1886,7882491,2292,1141,4648364,1387,Report,1886,2292,0,0,0
06/23/2021,25,DE,2304,1045146,2071,1070,580092,838,Admin,2304,2072,1395,501373,1335
06/23/2021,25,ME,2933,1626797,2567,1192,890059,926,Admin,2933,2567,1963,827911,1799
06/23/2021,25,HI,2733,1665644,2890,1034,977400,1067,Report,2733,2890,1865,723339,2019
06/23/2021,25,WY,1022,434995,634,464,235719,290,Admin,1022,635,638,207339,397
06/23/2021,25,CO,13061,6218813,12941,5454,3351884,4892,Admin,13061,12942,8153,3003734,8523
06/23/2021,25,PA,28033,13679110,44647,14462,7931554,18965,Report,28033,44647,14845,6235274,27174
06/23/2021,25,MH,98,34032,107,36,18788,59,Admin,98,107,68,16103,78
06/23/2021,25,NY,52587,21887581,49513,22371,11724873,20402,Admin,52587,49514,33270,10571734,31872
06/23/2021,25,AL,7937,3390925,6806,5071,1904877,3742,Admin,7937,6807,3219,1579735,3378
06/23/2021,25,PA,28516,14300785,25574,12561,8232359,11069,Admin,28516,25574,17367,6527763,15752
06/23/2021,25,MS,2813,1879002,4973,1461,1062513,2188,Report,2813,4973,1477,868456,2890
06/23/2021,25,CO,15015,6071606,16260,6381,3306387,6184,Report,15015,16260,9196,2906587,10404
06/23/2021,25,GA,414,8220593,40189,250,4512649,17650,Report,414,40189,528,3761490,23513
06/23/2021,25,IN,9290,5499982,16682,4756,2979790,7149,Report,9290,16682,4658,2636055,9869
06/23/2021,25,ID,2242,1305952,3002,1096,697681,1249,Report,2242,3002,1386,632400,1976
06/23/2021,25,KY,8464,4003325,7649,3945,2195166,3279,Admin,8464,7649,5127,1940537,4851
06/22/2021,25,IL,27859,13287853,26641,12750,7504486,12347,Admin,27859,26641,16398,5812762,15431
06/22/2021,25,DE,2413,1042842,2258,1050,579022,836,Admin,2413,2258,1501,499978,1516
06/22/2021,25,AL,5903,3291351,23099,3019,1862696,14344,Report,5903,23099,3335,1566908,9391
06/22/2021,25,AL,7745,3382988,6971,4285,1899806,3630,Admin,7745,6972,3754,1576516,3676
06/22/2021,25,AZ,22662,6370509,19103,10380,3623800,8556,Report,22662,19103,12752,2852375,10981
06/22/2021,25,UT,37387,2796552,8602,18948,1552052,3765,Report,37387,8602,19115,1169726,5017
06/22/2021,25,NH,239,1500723,2994,146,819782,824,Report,239,2994,134,746009,2276
06/22/2021,25,NY,32521,21301120,73794,14484,11523343,28274,Report,32521,73794,20403,10178064,47982
06/22/2021,25,VA,17251,9057681,29771,6943,4962472,10229,Report,17251,29771,10599,4307288,20082
06/22/2021,25,MT,1662,949251,1249,830,512937,600,Admin,1662,1249,1040,460166,772
06/22/2021,25,CO,10452,6056591,21860,4350,3300006,7568,Report,10452,21860,6330,2897391,14652
06/22/2021,25,ME,7223,1590298,3977,2446,879206,1288,Report,7223,3977,5014,809799,2889
06/22/2021,25,TN,5223,5168874,13903,2440,2857992,5882,Report,5223,13903,3016,2361149,7966
06/22/2021,25,MP,504,53505,223,223,28478,109,Report,504,223,283,25388,117
06/22/2021,25,CA,54616,41639567,138539,24435,23790279,59553,Report,54616,138539,32376,19106214,85524
06/22/2021,25,AS,310,45335,136,188,24946,79,Report,310,136,142,20561,65
06/22/2021,25,UT,6969,2843235,6473,3301,1592403,2805,Admin,6969,6474,4132,1365181,3979
06/22/2021,25,WV,1382,1393244,3380,585,770465,1565,Report,1382,3380,855,655022,2016
06/22/2021,25,MD,22287,6682055,22823,8301,3643467,8184,Report,22287,22823,14278,3265050,15189
06/22/2021,25,GA,119924,8220179,40155,56563,4512399,17626,Report,119924,40155,64621,3760962,23526
06/22/2021,25,LA,2780,3281534,7942,1333,1783605,3497,Report,2780,7942,1571,1572948,4811
06/22/2021,25,NC,5777,8534919,15915,2380,4717024,6683,Report,5777,15915,3872,4057362,10512
06/22/2021,25,TX,46064,25095675,104012,21540,14105108,43711,Report,46064,104012,27867,11558001,63806
06/22/2021,25,KS,1952,2444023,5109,831,1360458,1994,Report,1952,5109,1138,1195293,3384
06/22/2021,25,HI,2111,1682293,2553,740,980572,899,Admin,2111,2553,1486,725486,1774
06/22/2021,25,CO,14660,6205752,13441,5528,3346430,4911,Admin,14660,13442,9674,2995581,8995
06/22/2021,25,FM,463,48888,251,316,28637,182,Report,463,251,334,24143,204
06/22/2021,25,AL,5903,3291351,23099,3019,1862696,14344,Report,5903,23099,3335,1566908,9391
06/22/2021,25,MD,15038,6892738,16314,5958,3720287,6077,Admin,15038,16314,9605,3365490,10734
06/22/2021,25,PR,10751,3925912,9524,4212,2147590,3781,Admin,10751,9524,6882,1859021,5994
06/22/2021,25,IN,14067,5789205,11656,5608,3048320,4736,Admin,14067,11656,9043,2838349,7431
06/22/2021,25,US,744995,330228398,694225,326023,181696835,294234,Admin,744995,694225,458500,156630673,436975
06/22/2021,25,MA,10413,8690573,25891,3582,4799167,8912,Report,10413,25891,7194,4142425,17796
06/22/2021,25,GA,21963,8441415,18959,9489,4587396,8741,Admin,21963,18960,13051,3882329,10846
06/22/2021,25,CA,54616,41639567,138539,24435,23790279,59553,Report,54616,138539,32376,19106214,85524
06/22/2021,25,MO,3948,5013654,18130,1721,2758330,6070,Report,3948,18130,2315,2338257,12533
06/22/2021,25,KY,8498,3994861,7987,3625,2191221,3311,Admin,8498,7987,5328,1935410,5164
06/22/2021,25,CA,105704,42976090,95550,49682,24455505,44130,Admin,105704,95551,61681,19752066,56917
06/22/2021,25,NC,20162,9250772,17855,9386,5146472,8019,Admin,20162,17855,12014,4419236,10785
06/22/2021,25,AK,1420,682192,1145,674,369398,538,Admin,1420,1145,909,326399,730
06/22/2021,25,MO,11366,5131087,9091,5664,2802698,4189,Admin,11366,9092,6402,2461815,5397
06/22/2021,25,MS,4181,2037258,3668,1993,1088973,1690,Admin,4181,3669,2353,976667,2108
06/22/2021,25,MH,131,33934,100,57,18752,58,Admin,131,101,77,16035,71
06/22/2021,25,MI,8399,9285546,25158,3226,4971351,8303,Report,8399,25158,5172,4608073,17557
06/22/2021,25,KY,5347,3916111,12207,2318,2165953,4518,Report,5347,12207,3221,1888620,8184
06/22/2021,25,FL,38916,20516373,74557,18128,11473396,31643,Report,38916,74557,23685,9493764,46319
06/22/2021,25,MH,0,32470,150,0,17749,101,Report,0,150,0,15329,88
06/22/2021,25,PR,1,3043528,15551,0,1765390,7161,Report,1,15551,45,1379945,9192
06/22/2021,25,MA,17192,8806301,16361,6453,4834666,6036,Admin,17192,16361,11495,4223041,10959
06/22/2021,25,NJ,26494,9838904,24401,10799,5399756,9654,Admin,26494,24402,16881,4771512,15744
06/22/2021,25,MT,376,921925,2014,182,504865,827,Report,376,2014,239,445020,1284
06/22/2021,25,PA,19289,13651077,40779,9096,7917092,16983,Report,19289,40779,10938,6220429,25254
06/22/2021,25,VT,1069,841391,1088,481,464181,415,Admin,1069,1088,730,413827,782
06/22/2021,25,WI,3838,5789766,13599,1450,3112713,4499,Report,3838,13599,2509,2794260,8890
06/22/2021,25,FL,53534,21109554,51322,26226,11645690,24753,Admin,53534,51323,31521,9951741,31058
06/22/2021,25,NJ,55644,9949593,38737,27055,5537725,15535,Report,55644,38737,29877,4879364,25001
06/22/2021,25,ME,2831,1623864,2734,1023,888867,947,Admin,2831,2735,1968,825948,1955
06/22/2021,25,NH,2609,1559342,2523,759,832212,681,Admin,2609,2524,1582,745949,1705
06/22/2021,25,SD,1389,818760,1152,679,444302,570,Admin,1389,1152,800,398416,666
06/22/2021,25,MP,286,54058,247,145,28758,118,Admin,286,248,145,25646,133
06/22/2021,25,DE,1491,1011994,3075,526,570663,1056,Report,1491,3075,1039,468110,2087
06/22/2021,25,RI,1477,1252559,3770,476,682004,1280,Report,1477,3770,1001,608186,2527
06/22/2021,25,MN,3329,5758295,14658,1336,3161465,4657,Report,3329,14658,2078,2839353,10422
06/22/2021,25,VA,22896,9306497,21205,9172,5058463,7926,Admin,22896,21206,14403,4451000,13891
06/22/2021,25,KS,4884,2580873,4144,2104,1425630,1793,Admin,4884,4144,3004,1216437,2574
06/22/2021,25,SD,3474,809311,1370,1789,440080,674,Report,3474,1370,1884,395412,788
06/22/2021,25,OH,10723,10519985,27857,3186,5652617,8655,Report,10723,27857,7799,5112670,19687
06/22/2021,25,IA,4440,3035832,4662,1950,1622757,1799,Admin,4440,4663,2811,1516161,3175
06/22/2021,25,CT,4708,4325425,11729,1882,2359256,4301,Report,4708,11729,3142,2107541,7889
06/22/2021,25,US,647403,319223844,1048167,292113,177635067,422989,Report,647403,1048167,378669,150424675,665186
06/22/2021,25,RP,114,24813,58,28,14047,45,Admin,114,58,114,12694,37
06/22/2021,25,MI,17417,9498992,15809,6927,5029361,6036,Admin,17417,15810,11123,4612475,10318
06/22/2021,25,TN,11175,5503533,9927,4999,2956111,3964,Admin,11175,9927,6546,2602400,6289
06/22/2021,25,SC,9698,4175387,8391,4428,2286214,3795,Admin,9698,8392,5711,1987190,5096
06/22/2021,25,IA,2332,2995797,6165,842,1608580,2162,Report,2332,6165,1663,1486467,4288
06/22/2021,25,NM,1392,2297419,8525,711,1260758,4163,Report,1392,8525,862,1100922,5713
06/22/2021,25,OH,18891,10659294,18338,6590,5687284,6268,Admin,18891,18339,13199,5284595,12927
06/22/2021,25,ND,29,635417,917,14,347835,416,Report,29,917,42,291720,584
06/22/2021,25,VI,371,77849,194,131,42794,91,Admin,371,194,250,35778,112
06/22/2021,25,RP,291,24699,46,285,14019,45,Report,291,46,144,12667,24
06/22/2021,25,AR,1578,2191813,5202,755,1241502,2173,Report,1578,5202,867,1008252,3236
06/22/2021,25,DC,1014,845387,3049,576,472152,1509,Report,1014,3049,615,358432,1501
06/22/2021,25,WI,11026,5947631,9886,4805,3144827,3853,Admin,11026,9886,6887,2924100,6628
06/22/2021,25,TX,66634,25683398,62137,28274,14297481,26460,Admin,66634,62138,41579,12270051,38927
06/22/2021,25,NE,3238,1869035,3048,1336,992209,1163,Admin,3238,3048,2038,916024,1972
06/22/2021,25,NV,3583,2754634,5695,1497,1534612,2433,Admin,3583,5696,2533,1294332,3788
06/22/2021,25,LTC,1676,7873989,1180,1305,4650360,810,Admin,1676,1180,1018,3187920,699
06/22/2021,25,AK,236,641457,1141,135,354108,531,Report,236,1141,124,306072,720
06/22/2021,25,HI,1034,1662911,3350,540,976366,1192,Report,1034,3350,600,721474,2386
06/22/2021,25,CT,8567,4411593,7944,3677,2388510,3200,Admin,8567,7944,5419,2163077,5175
06/22/2021,25,IL,16876,12629554,42452,8027,7328168,18842,Report,16876,42452,9556,5636577,24813
06/22/2021,25,OR,8907,4572668,10229,3811,2466017,3624,Admin,8907,10230,5759,2250880,7225
06/22/2021,25,AZ,14902,6973447,14072,6990,3753573,6058,Admin,14902,14072,9438,3208806,8777
06/22/2021,25,NM,4350,2400483,5798,2061,1308732,2789,Admin,4350,5798,2521,1144424,3995
06/22/2021,25,MA,10413,8690573,25891,3582,4799167,8912,Report,10413,25891,7194,4142425,17796
06/22/2021,25,WY,1641,414810,671,741,229490,317,Report,1641,671,937,195259,417
06/22/2021,25,ND,1245,638913,858,544,349007,382,Admin,1245,858,821,309549,559
06/22/2021,25,MN,9797,5889892,9714,3756,3204952,3468,Admin,9797,9715,6514,2913601,6689
06/22/2021,25,WV,2568,1459785,2766,1178,812711,1216,Admin,2568,2766,1535,681356,1676
06/22/2021,25,MS,14654,1876189,4579,6873,1061052,1981,Report,14654,4579,7855,866979,2704
06/22/2021,25,OK,6752,3273445,5434,3048,1805987,2491,Admin,6752,5434,3975,1544127,3154
06/22/2021,25,LTC,483,7880605,2033,412,4647223,1227,Report,483,2033,0,0,0
06/22/2021,25,NY,53748,21834994,51791,22032,11702502,20855,Admin,53748,51792,34599,10538464,33789
06/22/2021,25,GU,108,188721,574,47,101108,222,Admin,108,574,93,89341,385
06/22/2021,25,PA,31153,14272269,27154,13936,8219798,11396,Admin,31153,27155,18835,6510396,17040
06/22/2021,25,OR,3077,4445687,13694,1327,2423693,4405,Report,3077,13694,1998,2178921,9895
06/22/2021,25,ID,794,1303710,2695,294,696585,1103,Report,794,2695,514,631014,1789
06/22/2021,25,NE,16574,1801883,4553,6419,968495,1589,Report,16574,4553,10151,883644,3005
06/22/2021,25,SC,4852,4043988,11235,1921,2228893,4806,Report,4852,11235,3265,1908149,6953
06/22/2021,25,AR,4955,2272490,4184,2608,1279744,1964,Admin,4955,4184,2596,1046297,2456
06/22/2021,25,AS,31,46298,134,23,25481,77,Admin,31,135,13,20947,68
06/22/2021,25,VI,274,76244,202,139,42127,106,Report,274,202,142,34033,107
06/22/2021,25,WA,331,8360146,29187,230,4583762,10183,Report,331,29187,311,4030746,20245
06/22/2021,25,LA,7912,3411724,6287,3796,1841073,2888,Admin,7912,6288,4711,1675975,3803
06/22/2021,25,WA,22011,8611130,20624,9585,4667920,8249,Admin,22011,20624,13967,4169591,13552
06/22/2021,25,UT,37387,2796552,8602,18948,1552052,3765,Report,37387,8602,19115,1169726,5017
06/22/2021,25,DC,1446,883627,1368,707,485075,667,Admin,1446,1369,810,415200,755
06/22/2021,25,VT,1015,840948,2136,430,467288,675,Report,1015,2136,655,402130,1594
06/22/2021,25,RI,2568,1281640,2612,954,692852,921,Admin,2568,2613,1683,631519,1746
06/22/2021,25,OK,2539,3200525,10519,1155,1776589,3724,Report,2539,10519,1423,1478500,6887
06/22/2021,25,ID,955,1332282,1641,391,706968,710,Admin,955,1642,627,644192,1108
06/22/2021,25,FM,166,49888,196,141,29436,148,Admin,166,197,119,24677,129
06/22/2021,25,WY,386,433973,631,176,235255,284,Admin,386,631,255,206701,397
06/22/2021,25,GU,26,180969,1006,11,98655,410,Report,26,1006,16,85098,626
06/22/2021,25,IN,4595,5490692,15363,2267,2975034,6473,Report,4595,15363,2411,2631397,9233
06/22/2021,25,NV,3930,2696755,9327,1688,1508436,3786,Report,3930,9327,2571,1252492,6240
06/21/2021,25,MA,24001,8680160,28157,8350,4795585,9410,Report,24001,28157,16510,4135231,19702
06/21/2021,25,OK,4736,3266693,5506,2574,1802939,2500,Admin,4736,5506,2387,1540152,3222
06/21/2021,25,AL,6628,3375243,7353,3555,1895521,3582,Admin,6628,7353,3323,1572762,4122
06/21/2021,25,SD,170,805837,1212,65,438291,605,Report,170,1212,125,393528,691
06/21/2021,25,RI,6964,1251082,4105,2297,681528,1325,Report,6964,4105,4655,607185,2827
06/21/2021,25,WA,25041,8359815,34736,9452,4583532,12095,Report,25041,34736,16507,4030435,24144
06/21/2021,25,PR,8653,3915161,9979,3455,2143378,3884,Admin,8653,9979,5354,1852139,6325
06/21/2021,25,OR,7750,4563761,11017,3371,2462206,3764,Admin,7750,11018,4778,2245121,7888
06/21/2021,25,WV,12053,1391862,3450,6721,769880,1576,Report,12053,3450,5436,654167,2103
06/21/2021,25,WY,57,413169,711,33,228749,330,Report,57,711,29,194322,450
06/21/2021,25,MA,24001,8680160,28157,8350,4795585,9410,Report,24001,28157,16510,4135231,19702
06/21/2021,25,OR,10022,4442610,17098,3082,2422366,5298,Report,10022,17098,7638,2176923,12523
06/21/2021,25,GU,3,180943,1006,1,98644,410,Report,3,1006,2,85082,626
06/21/2021,25,NV,9851,2692825,9656,4397,1506748,3868,Report,9851,9656,6329,1249921,6498
06/21/2021,25,AZ,12147,6958545,14396,6413,3746583,6015,Admin,12147,14397,6440,3199368,9047
06/21/2021,25,NC,4556,8529142,17907,1849,4714644,7166,Report,4556,17907,2929,4053490,12034
06/21/2021,25,UT,6112,2836266,6718,3233,1589102,2796,Admin,6112,6718,3227,1361049,4205
06/21/2021,25,NC,14596,9230610,18269,8054,5137086,7970,Admin,14596,18269,7353,4407222,11213
06/21/2021,25,VI,15,75970,203,13,41988,104,Report,15,203,8,33891,111
06/21/2021,25,OK,5084,3197986,20849,2312,1775434,9014,Report,5084,20849,2864,1477077,11866
06/21/2021,25,NM,3851,2296027,9749,1914,1260047,4514,Report,3851,9749,2182,1100060,6646
06/21/2021,25,LTC,6065,7880122,2251,3288,4646811,1364,Report,6065,2251,0,0,0
06/21/2021,25,VT,1688,839933,2794,524,466858,775,Report,1688,2794,1285,401475,2177
06/21/2021,25,LA,5433,3403812,6349,2900,1837277,2875,Admin,5433,6350,2888,1671264,3894
06/21/2021,25,AR,3779,2267535,4225,2051,1277136,1925,Admin,3779,4225,1886,1043701,2538
06/21/2021,25,HI,1639,1680182,2815,699,979832,938,Admin,1639,2815,1055,724000,2009
06/21/2021,25,AK,1280,641221,1236,591,353973,571,Report,1280,1236,753,305948,785
06/21/2021,25,NM,3913,2396133,6205,1896,1306671,2991,Admin,3913,6206,2280,1141903,4386
06/21/2021,25,RI,1788,1279072,2785,869,691898,942,Admin,1788,2785,963,629836,1898
06/21/2021,25,NJ,18716,9893949,41462,7373,5510670,15442,Report,18716,41462,12082,4849487,27980
06/21/2021,25,VI,222,77478,181,108,42663,93,Admin,222,181,116,35528,97
06/21/2021,25,MO,476,5009706,19300,307,2756609,6343,Report,476,19300,440,2335942,13480
06/21/2021,25,IL,20927,13259994,27780,12387,7491736,12901,Admin,20927,27781,9905,5796364,16014
06/21/2021,25,FL,44899,21056020,52895,27403,11619464,24903,Admin,44899,52895,21979,9920220,32549
06/21/2021,25,AR,4347,2190235,5519,1835,1240747,2282,Report,4347,5519,2594,1007385,3472
06/21/2021,25,MN,9869,5754966,16110,3505,3160129,4902,Report,9869,16110,6597,2837275,11665
06/21/2021,25,IL,39167,12612678,46549,18435,7320141,20411,Report,39167,46549,21979,5627021,27358
06/21/2021,25,TN,10841,5163651,15749,5270,2855552,6325,Report,10841,15749,5772,2358133,9271
06/21/2021,25,FM,126,49722,212,79,29295,155,Admin,126,212,83,24558,140
06/21/2021,25,NE,2595,1865797,3126,1211,990873,1175,Admin,2595,3126,1462,913986,2032
06/21/2021,25,CA,74369,42870386,100032,45720,24405823,45352,Admin,74369,100032,34601,19690385,60529
06/21/2021,25,CA,106317,41584951,149311,47013,23765844,62308,Report,106317,149311,63088,19073838,93893
06/21/2021,25,UT,101,2759165,8079,44,1533104,3098,Report,101,8079,96,1150611,5345
06/21/2021,25,MH,105,33803,101,28,18695,65,Admin,105,101,91,15958,75
06/21/2021,25,SD,985,817371,1201,610,443623,593,Admin,985,1201,462,397616,698
06/21/2021,25,DC,1130,882181,1443,691,484368,696,Admin,1130,1444,479,414390,799
06/21/2021,25,MN,7345,5880095,10479,3785,3201196,3545,Admin,7345,10479,4071,2907087,7391
06/21/2021,25,AL,3255,3285448,22477,2017,1859677,14006,Report,3255,22477,1381,1563573,9090
06/21/2021,25,MI,37728,9277147,28362,13637,4968125,9172,Report,37728,28362,25096,4602901,19996
06/21/2021,25,MD,22,6659768,22944,13,3635166,7881,Report,22,22944,384,3250772,15706
06/21/2021,25,MS,3088,2033077,3746,1714,1086980,1674,Admin,3088,3747,1501,974314,2199
06/21/2021,25,CO,8786,6046139,23497,3421,3295656,7903,Report,8786,23497,5582,2891061,16053
06/21/2021,25,MT,996,947589,1263,595,512107,582,Admin,996,1264,493,459126,795
06/21/2021,25,VA,15095,9040430,35556,5500,4955529,11755,Report,15095,35556,10111,4296689,24144
06/21/2021,25,SC,7177,4165689,8657,4024,2281786,3841,Admin,7177,8658,3598,1981479,5374
06/21/2021,25,ME,367,1583075,4588,153,876760,1325,Report,367,4588,303,804785,3505
06/21/2021,25,VA,16794,9283601,22161,8133,5049291,7951,Admin,16794,22161,9227,4436597,14826
06/21/2021,25,VT,744,840322,1190,358,463700,440,Admin,744,1190,477,413097,870
06/21/2021,25,WV,1724,1457217,2978,976,811533,1253,Admin,1724,2979,822,679821,1858
06/21/2021,25,AL,3255,3285448,22477,2017,1859677,14006,Report,3255,22477,1381,1563573,9090
06/21/2021,25,WI,11341,5785928,15038,4707,3111263,4840,Report,11341,15038,7072,2791751,9961
06/21/2021,25,MH,0,32470,150,0,17749,101,Report,0,150,0,15329,88
06/21/2021,25,RP,0,24408,5,0,13734,5,Report,0,5,0,12523,4
06/21/2021,25,WI,7399,5936605,9516,3857,3140022,3589,Admin,7399,9517,4147,2917213,6488
06/21/2021,25,NH,2052,1556733,2711,612,831453,697,Admin,2052,2712,1376,744367,1863
06/21/2021,25,AK,992,680772,1184,543,368724,535,Admin,992,1185,588,325490,767
06/21/2021,25,OH,19443,10509262,31080,5880,5649431,9282,Report,19443,31080,14195,5104871,22382
06/21/2021,25,DC,1307,844373,3212,694,471576,1531,Report,1307,3212,583,357817,1618
06/21/2021,25,KS,3743,2442071,6289,1717,1359627,2447,Report,3743,6289,2153,1194155,4195
06/21/2021,25,ND,601,637668,903,344,348463,405,Admin,601,904,358,308728,587
06/21/2021,25,LTC,701,7872313,1240,404,4649055,828,Admin,701,1240,347,3186902,731
06/21/2021,25,TX,48967,25049611,113832,20116,14083568,47507,Report,48967,113832,30849,11530134,69927
06/21/2021,25,ID,2142,1302916,2862,975,696291,1169,Report,2142,2862,1189,630500,1919
06/21/2021,25,MT,911,921549,2460,380,504683,947,Report,911,2460,565,444781,1626
06/21/2021,25,RP,291,24699,45,285,14019,45,Admin,291,46,144,12580,24
06/21/2021,25,NY,40190,21781246,54361,21532,11680470,21462,Admin,40190,54362,21369,10503865,35890
06/21/2021,25,KY,7057,3986363,8294,3434,2187596,3377,Admin,7057,8294,4122,1930082,5431
06/21/2021,25,ME,2025,1621033,2940,810,887844,981,Admin,2025,2940,1291,823980,2138
06/21/2021,25,MO,8442,5119721,9210,4904,2797034,4034,Admin,8442,9210,4117,2455413,5654
06/21/2021,25,FM,18,48425,235,11,28321,171,Report,18,235,8,23809,189
06/21/2021,25,LA,5927,3278754,8289,2682,1782272,3598,Report,5927,8289,3411,1571377,5085
06/21/2021,25,UT,101,2759165,8079,44,1533104,3098,Report,101,8079,96,1150611,5345
06/21/2021,25,CA,106317,41584951,149311,47013,23765844,62308,Report,106317,149311,63088,19073838,93893
06/21/2021,25,PR,13943,3043527,18006,8419,1765390,7932,Report,13943,18006,5956,1379900,10859
06/21/2021,25,WY,492,433587,689,267,235079,308,Admin,492,690,294,206446,436
06/21/2021,25,AZ,701,6347847,18092,248,3613420,7911,Report,701,18092,574,2839623,10602
06/21/2021,25,CO,10423,6191092,13757,5045,3340902,4962,Admin,10423,13757,5959,2985907,9254
06/21/2021,25,PA,17165,14241116,28940,9635,8205862,11901,Admin,17165,28941,8743,6491561,18364
06/21/2021,25,DE,1797,1040429,2345,799,577972,836,Admin,1797,2346,1064,498477,1599
06/21/2021,25,IA,4045,3031392,4957,2079,1620807,1849,Admin,4045,4958,2308,1513350,3430
06/21/2021,25,HI,649,1661877,3951,221,975826,1348,Report,649,3951,503,720874,2856
06/21/2021,25,GU,142,188613,710,65,101061,265,Admin,142,710,79,89248,479
06/21/2021,25,SC,11558,4039136,12112,5704,2226972,5136,Report,11558,12112,6520,1904884,7512
06/21/2021,25,ND,443,635388,962,175,347821,429,Report,443,962,291,291678,612
06/21/2021,25,OH,13564,10640403,19512,6114,5680694,6490,Admin,13564,19512,8273,5271396,13923
06/21/2021,25,MP,216,53772,236,106,28613,109,Admin,216,236,115,25501,130
06/21/2021,25,TN,9000,5492358,10175,4494,2951112,3898,Admin,9000,10175,4826,2595854,6585
06/21/2021,25,IN,12554,5486097,16600,6308,2972767,6882,Report,12554,16600,6584,2628986,10082
06/21/2021,25,ID,1133,1331327,1917,592,706577,829,Admin,1133,1917,736,643565,1308
06/21/2021,25,IN,9850,5775138,12148,5299,3042712,4814,Admin,9850,12148,5152,2829306,7858
06/21/2021,25,AS,0,45025,144,0,24758,84,Report,0,144,0,20419,70
06/21/2021,25,GA,64,8100255,23075,26,4455836,9551,Report,64,23075,176,3696341,14394
06/21/2021,25,NJ,16408,9812410,25569,9358,5388957,9771,Admin,16408,25569,7912,4754631,16822
06/21/2021,25,CT,5923,4403026,8491,3211,2384833,3273,Admin,5923,8492,3044,2157658,5663
06/21/2021,25,IA,4551,2993465,7102,1769,1607738,2387,Report,4551,7102,2925,1484804,5046
06/21/2021,25,NY,56672,21268599,79296,22055,11508859,29448,Report,56672,79296,35655,10157661,52497
06/21/2021,25,NV,4717,2751051,6434,2631,1533115,2730,Admin,4717,6434,2517,1291799,4287
06/21/2021,25,TX,53098,25616764,64351,28931,14269207,26997,Admin,53098,64352,27311,12228472,40658
06/21/2021,25,KS,3634,2575989,4225,2001,1423526,1811,Admin,3634,4225,1880,1213433,2640
06/21/2021,25,MA,11833,8789109,17555,6436,4828213,6181,Admin,11833,17556,5949,4211546,12014
06/21/2021,25,NE,46,1785309,3628,27,962076,1139,Report,46,3628,48,873493,2558
06/21/2021,25,NH,2887,1500484,4255,804,819636,1109,Report,2887,4255,2138,745875,3255
06/21/2021,25,MS,44,1861535,5404,27,1054179,2274,Report,44,5404,84,859124,3295
06/21/2021,25,PA,22042,13631788,44812,9368,7907996,18279,Report,22042,44812,13768,6209491,28252
06/21/2021,25,FL,110,20477457,79854,50,11455268,33484,Report,110,79854,470,9470079,50696
06/21/2021,25,MI,11164,9481575,16968,5760,5022434,6176,Admin,11164,16968,5921,4601352,11333
06/21/2021,25,GA,15154,8419452,19389,8753,4577907,8900,Admin,15154,19389,7184,3869278,11144
06/21/2021,25,US,550151,329483403,725743,300912,181370812,299936,Admin,550151,725743,284927,156172173,463876
06/21/2021,25,WA,14701,8589119,21944,7110,4658335,8444,Admin,14701,21944,8523,4155624,14697
06/21/2021,25,US,610033,318576441,1132945,254664,177342954,444054,Report,610033,1132945,378360,150046006,732381
